vel_abs_1,vel_abs_3,vel_dir_1,vel_dir_3,t_off_3,t_off_4,t_off_5,t_off_9,t_off_10,t_off_11,t_bomb_3,t_bomb_4,t_bomb_5,t_bomb_9,t_bomb_10,t_bomb_11,输出(遮蔽时间)
94.7176497,145.046836869,5.625180847,4.349887025666667,3.5427497850000003,3.9702215699999996,1.1553573350000002,1.3583628773333334,14.970400785,14.925236109333333,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
94.7176497,127.465402097,5.625180847,4.349887025666667,3.5427497850000003,3.9702215699999996,1.1553573350000002,1.3583628773333334,14.970400785,14.925236109333333,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
94.7176497,127.465402097,5.625180847,4.349887025666667,3.5427497850000003,3.9702215699999996,1.1553573350000002,1.3583628773333334,14.970400785,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.349887025666667,3.5427497850000003,3.9702215699999996,1.1553573350000002,1.3583628773333334,14.970400785,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.349887025666667,3.5427497850000003,3.9702215699999996,1.1553573350000002,1.3583628773333334,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.349887025666667,3.5427497850000003,3.9702215699999996,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.349887025666667,4.067601605,3.9702215699999996,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.949871443,4.067601605,3.9702215699999996,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,7.587218124,10.447205349666667,0.0
108.7498941,127.465402097,5.625180847,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,8.711250438666667,10.447205349666667,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.8863944660000003,5.063893679,12.304660852,8.711250438666667,10.447205349666667,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,14.06878539,1.6577405913333334,5.063893679,12.304660852,8.711250438666667,10.447205349666667,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,12.36347807,1.6577405913333334,5.063893679,12.304660852,8.711250438666667,10.447205349666667,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,12.36347807,1.6577405913333334,5.063893679,12.304660852,8.711250438666667,11.888199191000002,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,12.36347807,1.6577405913333334,4.410488043,12.304660852,8.711250438666667,11.888199191000002,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.1553573350000002,1.183090248,17.188237938333334,12.999399192,12.36347807,1.6577405913333334,4.410488043,10.813186809333333,8.711250438666667,11.888199191000002,0.0
108.7498941,127.465402097,4.943340744333334,4.949871443,4.067601605,4.558402543333333,1.0153140216666667,1.183090248,17.188237938333334,12.999399192,12.36347807,1.6577405913333334,4.410488043,10.813186809333333,8.711250438666667,11.888199191000002,0.0
115.7660163,118.674684711,5.2842607956666665,4.349887025666667,4.330027515,4.264312056666666,1.0853356783333334,1.4459991920000002,16.079319361666666,15.888154568000001,14.06878539,1.772067528666667,4.737190861,10.813186809333333,7.587218124,11.167702270333335,0.0
115.7660163,118.674684711,4.602420693,4.349887025666667,4.330027515,4.264312056666666,1.0853356783333334,1.4459991920000002,16.079319361666666,15.888154568000001,14.06878539,1.772067528666667,4.737190861,10.813186809333333,7.587218124,11.167702270333335,0.0
101.7337719,118.674684711,4.602420693,4.349887025666667,4.330027515,4.264312056666666,1.0853356783333334,1.4459991920000002,16.079319361666666,15.888154568000001,14.06878539,1.772067528666667,4.737190861,10.813186809333333,7.587218124,11.167702270333335,0.0
101.7337719,118.674684711,4.602420693,4.349887025666667,4.330027515,4.264312056666666,1.0853356783333334,1.4459991920000002,16.079319361666666,15.888154568000001,14.06878539,1.772067528666667,4.737190861,12.304660852,7.587218124,11.167702270333335,0.0
